4045,3967
1383,3967
903,3967
4039,3967
3888,3967
4244,3967
1505,3967
330,3967
3095,3967
2598,3967
4513,3967
4334,3967
1668,3967
3165,3967
2962,3967
2038,3967
2433,3967
2087,3967
4214,3967
34,3967
3298,3967
1946,3967
216,3967
728,3967
2363,3967
3989,3967
2629,3967
2846,3967
2957,3967
4594,3967
2782,3967
3068,3967
203,3967
2465,3967
248,3967
2491,3967
1856,3967
1679,3967
1142,3967
1933,3967
2164,3967
3356,3967
2393,3967
2838,3967
2023,3967
3852,3967
4266,3967
3583,3967
2884,3967
2792,3967
1716,3967
3759,3967
1453,3967
264,3967
866,3967
2909,3967
3694,3967
4132,3967
4615,3967
4313,3967
107,3967
3162,3967
1153,3967
3049,3967
3820,3967
3710,3967
2979,3967
2532,3967
3358,3967
3809,3967
3201,3967
1072,3967
1197,3967
269,3967
381,3967
4240,3967
1747,3967
1087,3967
394,3967
763,3967
2091,3967
3991,3967
671,3967
683,3967
2704,3967
9,3967
1517,3967
3418,3967
2434,3967
1649,3967
2804,3967
786,3967
3618,3967
4053,3967
3749,3967
1363,3967
1246,3967
2386,3967
4277,3967
1373,3967
1620,3967
1460,3967
4060,3967
933,3967
3841,3967
2353,3967
1322,3967
2756,3967
467,3967
4450,3967
2186,3967
2689,3967
109,3967
2040,3967
217,3967
2607,3967
4165,3967
736,3967
1066,3967
2581,3967
548,3967
3208,3967
1464,3967
1415,3967
440,3967
1409,3967
2306,3967
4089,3967
2093,3967
1661,3967
31,3967
4546,3967
2885,3967
2826,3967
1793,3967
1859,3967
830,3967
1656,3967
1528,3967
3191,3967
2520,3967
3944,3967
4393,3967
1776,3967
406,3967
2407,3967
3662,3967
2086,3967
4158,3967
4410,3967
2961,3967
1261,3967
4572,3967
1365,3967
4272,3967
3877,3967
3623,3967
1348,3967
3250,3967
2005,3967
1485,3967
1841,3967
3890,3967
4215,3967
1935,3967
2154,3967
838,3967
2170,3967
1821,3967
1681,3967
4383,3967
4531,3967
981,3967
3229,3967
3617,3967
1875,3967
168,3967
1280,3967
150,3967
1172,3967
3342,3967
2259,3967
995,3967
2119,3967
566,3967
2622,3967
101,3967
1871,3967
4623,3967
3395,3967
4374,3967
3810,3967
2198,3967
3028,3967
2854,3967
286,3967
4596,3967
1305,3967
3453,3967
2442,3967
824,3967
3246,3967
2949,3967
1058,3967
2354,3967
4626,3967
1542,3967
911,3967
1632,3967
2762,3967
854,3967
778,3967
4292,3967
4719,3967
2095,3967
1288,3967
4150,3967
877,3967
2879,3967
2553,3967
1146,3967
807,3967
625,3967
2576,3967
199,3967
1468,3967
4087,3967
4139,3967
250,3967
777,3967
374,3967
4129,3967
2217,3967
4527,3967
4549,3967
2757,3967
1331,3967
1203,3967
3706,3967
1025,3967
4479,3967
2349,3967
2601,3967
85,3967
3029,2306
4425,2306
2212,2306
4482,2306
377,2306
3748,2306
482,2306
1981,2306
2686,2306
2455,2306
1037,2306
1325,2306
3967,2306
2117,2306
3368,2306
635,2306
2004,2306
1776,2306
3977,2306
3973,2306
3134,2306
3595,2306
1984,2306
102,2306
3363,2306
1859,2306
1904,2306
1208,2306
4602,2306
2976,2306
3631,2306
3858,2306
959,2306
217,2306
708,2306
2584,2306
3929,2306
2375,2306
1230,2306
2256,2306
1159,2306
1540,2306
1197,2306
556,2306
281,2306
3313,2306
1524,2306
458,2306
945,2306
4587,2306
1626,2306
4630,2306
515,2306
3443,2306
1908,2306
336,2306
2459,2306
2606,2306
4723,2306
957,2306
1949,2306
320,2306
1194,2306
2950,2306
1878,2306
3177,2306
305,2306
1527,2306
2507,2306
3597,2306
303,2306
3739,2306
2755,2306
4237,2306
3485,2306
1113,2306
1021,2306
3529,2306
1730,2306
3777,2306
2742,2306
3012,2306
4234,2306
1271,2306
1991,2306
1434,2306
3729,2306
3,2306
1061,2306
4322,2306
4645,2306
2628,2306
3517,2306
2820,2306
4083,2306
1003,2306
188,2306
4248,2306
1497,2306
1341,2306
1579,2306
1798,2306
2188,2306
3503,2306
3564,2306
1011,2306
1410,2306
3880,2306
3242,2306
1072,2306
3536,2306
1444,2306
2802,2306
2936,2306
975,2306
684,2306
3149,2306
270,2306
1708,2306
4360,2306
4467,2306
3304,2306
1415,2306
3898,2306
2665,2306
3265,2306
1129,2306
242,2306
3957,2306
993,2306
459,2306
1691,2306
4565,2306
4020,2306
1274,2306
947,2306
3176,2306
3482,2306
1604,2306
3521,2306
4580,2306
1207,2306
3945,2306
468,2306
4010,2306
3938,2306
941,2306
4241,2306
2835,2306
969,2306
115,2306
1370,2306
2738,2306
685,2306
3126,2306
1834,2306
1977,2306
2257,2306
4023,2306
4304,2306
491,2306
1695,2306
1970,2306
2549,2306
1323,2306
2907,2306
1895,2306
173,2306
3159,2306
1772,2306
4307,2306
3250,2306
2761,2306
689,2306
4330,2306
2399,2306
481,2306
1817,2306
514,2306
4273,2306
1141,2306
3877,2306
1204,2306
3773,2306
4695,2306
857,2306
3035,2306
2430,2306
1160,2306
4,2306
2701,2306
1710,2306
3403,2306
673,2306
119,2306
3653,2306
1958,2306
2935,2306
3416,2306
2234,2306
2177,2306
926,2306
2837,2306
1345,2306
4616,2306
4364,2306
1106,2306
4711,2306
3605,2306
3518,2306
2747,2306
323,2306
1027,2306
1078,2306
479,2306
1192,2306
4542,2306
3373,2306
1638,2306
2661,2306
3766,2306
3663,2306
3124,2306
3237,2306
1077,2306
3607,2306
2335,2306
1005,2306
593,2306
2309,2306
1791,2306
1510,2306
771,2306
2242,2306
3266,2306
987,2306
3540,2306
231,2306
1268,2306
59,2306
1405,2306
